chicago	4.8428974698180225	-8.080124165373277
favorite	0.9936979823126842	-1.8119290424058083
least	-2.0722804970781556	-1.9614587348048458
never	-4.824574744013083	3.9354590056353578
anything	3.9556150456766077	0.06821803939542297
other	-1.9822397683357464	4.9536983989750105
wonderful	4.936365246195352	-0.06028062207685336
experience	-1.0775721086238685	-3.9936042332892367
might	-0.9738440224580994	6.582348100540619
music	4.842220393537567	-5.764492036541286
lobby	-0.04379121050822387	4.948260955615046
elevator	-9.977458568139916	8.771835710044687
large	2.9085217862313932	5.861501442693306
different	2.0247601587483466	6.911157175446089
request	2.899032301746857	5.941250611972792
floor	-5.936552744242247	10.669034697555233
great	4.953865063905584	3.863491005302028
well	1.0609576983573088	1.801272903407256
appointed	1.9529484067874292	1.9475630462182685
comfortable	6.002041645399527	0.28381996020874783
luxurious	1.9463755585879314	-7.822543515171717
cool	0.010614472765908689	4.168716992531328
sound	-5.958677513775898	-3.8559806668680534
system	-3.9254591098009395	-0.966177435651712
spacious	9.934719430005938	1.761679565837856
always	2.955677545025573	3.9865626399725005
michigan	8.865209737398569	7.761158737929813
right	1.908053041114155	4.949115113384235
block	4.96127123675795	9.98790637597525
furnished	-1.9773544025583067	-1.960875407547838
design	0.9902396850032812	-2.9751148425537233
enjoy	7.894219851876543	-1.011447797418777
close	-3.939823543504755	-2.8931990291767793
doorman	2.946031812168623	8.725992437578775
still	0.05064530577806481	6.9005322861220195
screen	2.9541775606504097	-3.8284392870907595
course	-1.976271080509578	2.889824064332663
plain	0.9834897553150488	-2.901719773752357
memorable	0.995906292642785	0.9275632545494318
return	2.04802033312153	1.8276163789960522
concern	-2.9007927000760407	-3.9215008176998154
rather	-4.878188768866991	-5.778658555640045
crazy	0.0	-0.9553442151644254
charge	-0.05811397797939605	4.729065322236226
parking	1.0048332829866355	3.136217331069468
overnight	-2.9581462693096947	4.939261049364069
daily	0.0	-0.9309798856261914
night	2.9057613983187673	5.873178404391621
sorry	-1.9923334131936126	-4.943906834303809
about	-2.007270757596275	0.7904292663618088
high	1.9748231789252195	3.7849397402110396
quality	1.9915105050989053	1.105425985145988
location	1.942167269090947	4.904042666222227
walking	3.966094103186425	3.901490609472818
distance	5.931354881719982	3.0186664722242478
steakhouse	-0.9528650743221425	0.0028749700523952875
hancock	3.9741148529702817	0.9912084249122405
building	0.9832710075936709	0.060134790262601434
couple	-1.9434172560702492	-0.8118665430568431
should	-6.90236560035833	1.9286986593889648
hilton	-0.0181977271070093	-12.8145123488297
marriott	1.9770419058134812	1.9787502213518608
chain	3.9586462641014157	2.0024270580514787
price	-3.902678097103155	-1.9603233299653129
under	-2.971052384870991	-2.8983343923500797
good	-0.9800002083311632	1.0890407391589672
worth	-0.9902501015614421	-2.898240643326632
august	0.0	0.01810397808356163
reasonable	1.974573181529359	1.9375944000583327
located	0.965042030812179	-1.8409912396745867
avenue	-0.9635524629951772	4.947552629660108
concierge	3.9799793752148416	11.69427401797898
service	-0.9855418172727367	-3.8356371287799087
excellent	5.874001312486328	6.907542629764273
making	-0.9750419266465974	-10.835730877803357
activities	3.9443651628628866	2.8255643170383644
touch	1.0060520202914554	4.843095384423079
single	1.0191664670159686	-2.949917188362621
appreciate	0.9944792241747482	1.9863334756929616
difficult	-1.9868438870428433	-1.9007718669597191
affordable	-1.9472922157060863	-5.615181091863627
vacation	6.9837397527109095	-7.888334496515661
children	-3.9390006354100477	-1.9576046082853304
love	6.937323569546151	6.140706867636795
ambassador	1.993927146592223	-2.833637149613025
little	-0.8916677951271341	6.670618014395683
minute	-1.9514275892959447	1.1639462088936574
arrive	-4.961854564014958	-7.852668201372903
welcome	-0.010874886719930001	3.854241101655191
clean	3.950854678597098	-1.1801647899501047
quiet	6.916188373037781	3.8183456422328934
accomodating	-0.9395006302017688	3.0385933479859584
biggest	0.0	5.873126321600816
restaurant	1.0305621816439412	-2.9362610806137437
amazing	10.892907365548275	0.11030093436526703
exciting	0.0	2.9103030176768994
fabulous	2.9700211456130665	5.917636274622139
known	0.9960000416662327	1.9626878886678263
shopping	0.04422870595097968	2.97861480609577
street	-4.989104280163748	7.907636378787721
summer	-0.00556244205789523	0.024187248049499486
giving	0.999718752929657	5.925615358173352
interesting	0.9729169487817835	1.05205154112978
flavor	-0.9973333611108217	1.961656649409902
updating	0.0	2.936104832241331
happy	3.977593983396006	2.788710534265268
future	2.990041770398225	1.880157498359392
talbott	2.0328017416485245	-3.0112811324882034
visit	2.989552192164665	-5.90836553785898
until	-4.935573587775127	2.901907271799252
final	-9.915948792200082	-9.8912511328007
departure	-0.9715732127790335	1.9896355246299517
nothing	-5.946427641378736	-1.874865886813679
greeting	0.9944792241747482	-0.9527088259497297
smile	0.022645597441693317	3.9553962979552297
probably	0.9451984875157551	4.892271955500464
slept	0.9883647045343278	-1.899303132259039
including	2.962708721784148	5.937750648430746
seasons	-1.9833751731752793	2.959333756940032
missing	-2.962625389318861	7.760398329184071
fantastic	5.945094321934146	-4.903053093196946
business	3.9310528015333173	0.006833262153519234
pleased	3.9011781127279925	2.04802033312153
upgraded	0.9979375214841512	9.723461213945688
